timestamp,kpi_id,entity_id,value,scaled_val1,scaled_val2,,,
04-11-2025 13:00,1001,LNCEL_1,116,0.108287293,11,,,
04-11-2025 14:00,1001,LNCEL_1,107,0.098342541,10,,,
04-11-2025 15:00,1001,LNCEL_1,112,0.103867403,11,,,
04-11-2025 16:00,1001,LNCEL_1,105,0.096132597,10,,,
04-11-2025 17:00,1001,LNCEL_1,102,0.09281768,10,,,
04-11-2025 18:00,1001,LNCEL_1,101,0.091712707,10,,,
04-11-2025 19:00,1001,LNCEL_1,95,0.085082873,9,,,
04-11-2025 20:00,1001,LNCEL_1,123,0.116022099,12,,,
04-11-2025 21:00,1001,LNCEL_1,96,0.086187845,9,,,
04-11-2025 22:00,1001,LNCEL_1,106,0.097237569,10,,,
04-11-2025 23:00,1001,LNCEL_1,99,0.089502762,9,,,
05-11-2025 00:00,1001,LNCEL_1,75,0.062983425,7,,,
05-11-2025 01:00,1001,LNCEL_1,99,0.089502762,9,,,
05-11-2025 02:00,1001,LNCEL_1,75,0.062983425,7,,,
05-11-2025 03:00,1001,LNCEL_1,54,0.039779006,4,,,
05-11-2025 04:00,1001,LNCEL_1,51,0.036464088,4,,,
05-11-2025 05:00,1001,LNCEL_1,32,0.015469613,2,,,
05-11-2025 06:00,1001,LNCEL_1,30,0.013259669,2,,,
05-11-2025 07:00,1001,LNCEL_1,25,0.007734807,1,,,
05-11-2025 08:00,1001,LNCEL_1,33,0.016574586,2,,,
05-11-2025 09:00,1001,LNCEL_1,32,0.015469613,2,,,
05-11-2025 10:00,1001,LNCEL_1,56,0.04198895,5,,,
05-11-2025 11:00,1001,LNCEL_1,100,0.090607735,10,,,
05-11-2025 12:00,1001,LNCEL_1,120,0.112707182,12,,,
05-11-2025 13:00,1001,LNCEL_1,91,0.080662983,9,,,
05-11-2025 14:00,1001,LNCEL_1,114,0.106077348,11,,,
05-11-2025 15:00,1001,LNCEL_1,93,0.082872928,9,,,
05-11-2025 16:00,1001,LNCEL_1,94,0.083977901,9,,,
05-11-2025 17:00,1001,LNCEL_1,105,0.096132597,10,,,
05-11-2025 18:00,1001,LNCEL_1,98,0.08839779,9,,,
05-11-2025 19:00,1001,LNCEL_1,101,0.091712707,10,,,
05-11-2025 20:00,1001,LNCEL_1,132,0.125966851,13,,,
05-11-2025 21:00,1001,LNCEL_1,97,0.087292818,9,,,
05-11-2025 22:00,1001,LNCEL_1,95,0.085082873,9,,,
05-11-2025 23:00,1001,LNCEL_1,85,0.074033149,8,,,
06-11-2025 00:00,1001,LNCEL_1,72,0.059668508,6,,,
06-11-2025 01:00,1001,LNCEL_1,72,0.059668508,6,,,
06-11-2025 02:00,1001,LNCEL_1,63,0.049723757,5,,,
06-11-2025 03:00,1001,LNCEL_1,52,0.037569061,4,,,
06-11-2025 04:00,1001,LNCEL_1,53,0.038674033,4,,,
06-11-2025 05:00,1001,LNCEL_1,29,0.012154696,2,,,
06-11-2025 07:00,1001,LNCEL_1,22,0.00441989,1,,,
06-11-2025 07:00,1001,LNCEL_1,22,0.00441989,1,,,
06-11-2025 08:00,1001,LNCEL_1,32,0.015469613,2,,,
06-11-2025 09:00,1001,LNCEL_1,37,0.020994475,3,,,
06-11-2025 10:00,1001,LNCEL_1,67,0.054143646,6,,,
06-11-2025 13:00,1001,LNCEL_1,89,0.078453039,8,,,
06-11-2025 13:00,1001,LNCEL_1,89,0.078453039,8,,,
06-11-2025 16:00,1001,LNCEL_1,74,0.061878453,7,,,
06-11-2025 16:00,1001,LNCEL_1,74,0.061878453,7,,,
06-11-2025 17:00,1001,LNCEL_1,82,0.070718232,8,,,
06-11-2025 17:00,1001,LNCEL_1,82,0.070718232,8,,,
06-11-2025 18:00,1001,LNCEL_1,81,0.06961326,7,,,
06-11-2025 19:00,1001,LNCEL_1,86,0.075138122,8,,,
06-11-2025 20:00,1001,LNCEL_1,113,0.104972376,11,,,
06-11-2025 21:00,1001,LNCEL_1,141,0.135911602,14,,,
06-11-2025 22:00,1001,LNCEL_1,104,0.095027624,10,,,
06-11-2025 23:00,1001,LNCEL_1,84,0.072928177,8,,,
07-11-2025 00:00,1001,LNCEL_1,72,0.059668508,6,,,
07-11-2025 01:00,1001,LNCEL_1,76,0.064088398,7,,,
07-11-2025 02:00,1001,LNCEL_1,65,0.051933702,6,,,
07-11-2025 03:00,1001,LNCEL_1,60,0.04640884,5,,,
07-11-2025 04:00,1001,LNCEL_1,44,0.028729282,3,,,
07-11-2025 05:00,1001,LNCEL_1,33,0.016574586,2,,,
07-11-2025 06:00,1001,LNCEL_1,26,0.008839779,1,,,
07-11-2025 07:00,1001,LNCEL_1,24,0.006629834,1,,,
07-11-2025 09:00,1001,LNCEL_1,37,0.020994475,3,,,
07-11-2025 10:00,1001,LNCEL_1,64,0.050828729,6,,,
07-11-2025 11:00,1001,LNCEL_1,100,0.090607735,10,,,
07-11-2025 12:00,1001,LNCEL_1,125,0.118232044,12,,,
07-11-2025 13:00,1001,LNCEL_1,134,0.128176796,13,,,
07-11-2025 14:00,1001,LNCEL_1,101,0.091712707,10,,,
07-11-2025 15:00,1001,LNCEL_1,104,0.095027624,10,,,
07-11-2025 16:00,1001,LNCEL_1,132,0.125966851,13,,,
07-11-2025 17:00,1001,LNCEL_1,109,0.100552486,11,,,
07-11-2025 18:00,1001,LNCEL_1,112,0.103867403,11,,,
07-11-2025 19:00,1001,LNCEL_1,93,0.082872928,9,,,
07-11-2025 20:00,1001,LNCEL_1,158,0.154696133,16,,,
09-11-2025 21:00,1001,LNCEL_1,145,0.140331492,15,,,
09-11-2025 21:00,1001,LNCEL_1,145,0.140331492,15,,,
09-11-2025 22:00,1001,LNCEL_1,182,0.18121547,19,,,
09-11-2025 22:00,1001,LNCEL_1,182,0.18121547,19,,,
09-11-2025 23:00,1001,LNCEL_1,923,1,100,,,
10-11-2025 00:00,1001,LNCEL_1,904,0.979005525,98,,,
10-11-2025 01:00,1001,LNCEL_1,490,0.521546961,53,,,
10-11-2025 02:00,1001,LNCEL_1,109,0.100552486,11,,,
10-11-2025 03:00,1001,LNCEL_1,78,0.066298343,7,,,
10-11-2025 08:00,1001,LNCEL_1,39,0.02320442,3,,,
10-11-2025 08:00,1001,LNCEL_1,39,0.02320442,3,,,
10-11-2025 08:00,1001,LNCEL_1,39,0.02320442,3,,,
10-11-2025 09:00,1001,LNCEL_1,42,0.026519337,3,,,
10-11-2025 09:00,1001,LNCEL_1,42,0.026519337,3,,,
10-11-2025 09:00,1001,LNCEL_1,42,0.026519337,3,,,
10-11-2025 10:00,1001,LNCEL_1,58,0.044198895,5,,,
10-11-2025 11:00,1001,LNCEL_1,137,0.131491713,14,,,
10-11-2025 12:00,1001,LNCEL_1,100,0.090607735,10,,,
10-11-2025 13:00,1001,LNCEL_1,90,0.079558011,8,,,
10-11-2025 14:00,1001,LNCEL_1,97,0.087292818,9,,,
10-11-2025 15:00,1001,LNCEL_1,89,0.078453039,8,,,
10-11-2025 16:00,1001,LNCEL_1,99,0.089502762,9,,,
10-11-2025 17:00,1001,LNCEL_1,138,0.132596685,14,,,
10-11-2025 18:00,1001,LNCEL_1,162,0.159116022,16,,,
10-11-2025 19:00,1001,LNCEL_1,132,0.125966851,13,,,
10-11-2025 20:00,1001,LNCEL_1,127,0.120441989,13,,,
11-11-2025 02:00,1001,LNCEL_1,64,0.050828729,6,,,
11-11-2025 03:00,1001,LNCEL_1,53,0.038674033,4,,,
11-11-2025 04:00,1001,LNCEL_1,47,0.032044199,4,,,
11-11-2025 05:00,1001,LNCEL_1,26,0.008839779,1,,,
11-11-2025 06:00,1001,LNCEL_1,26,0.008839779,1,,,
11-11-2025 07:00,1001,LNCEL_1,21,0.003314917,1,,,
11-11-2025 08:00,1001,LNCEL_1,23,0.005524862,1,,,
11-11-2025 09:00,1001,LNCEL_1,37,0.020994475,3,,,
11-11-2025 10:00,1001,LNCEL_1,56,0.04198895,5,,,
11-11-2025 11:00,1001,LNCEL_1,88,0.077348066,8,,,
11-11-2025 12:00,1001,LNCEL_1,100,0.090607735,10,,,
11-11-2025 13:00,1001,LNCEL_1,83,0.071823204,8,,,
11-11-2025 14:00,1001,LNCEL_1,91,0.080662983,9,,,
11-11-2025 15:00,1001,LNCEL_1,83,0.071823204,8,,,
11-11-2025 16:00,1001,LNCEL_1,77,0.06519337,7,,,
11-11-2025 17:00,1001,LNCEL_1,88,0.077348066,8,,,
11-11-2025 18:00,1001,LNCEL_1,104,0.095027624,10,,,
11-11-2025 19:00,1001,LNCEL_1,83,0.071823204,8,,,
11-11-2025 20:00,1001,LNCEL_1,123,0.116022099,12,,,
11-11-2025 21:00,1001,LNCEL_1,104,0.095027624,10,,,
11-11-2025 22:00,1001,LNCEL_1,94,0.083977901,9,,,
11-11-2025 23:00,1001,LNCEL_1,93,0.082872928,9,,,
12-11-2025 00:00,1001,LNCEL_1,75,0.062983425,7,,,
12-11-2025 01:00,1001,LNCEL_1,62,0.048618785,5,,,
12-11-2025 02:00,1001,LNCEL_1,60,0.04640884,5,,,
12-11-2025 03:00,1001,LNCEL_1,53,0.038674033,4,,,
12-11-2025 04:00,1001,LNCEL_1,49,0.034254144,4,,,
12-11-2025 05:00,1001,LNCEL_1,38,0.022099448,3,,,
12-11-2025 07:00,1001,LNCEL_1,30,0.013259669,2,,,
12-11-2025 07:00,1001,LNCEL_1,30,0.013259669,2,,,
12-11-2025 08:00,1001,LNCEL_1,27,0.009944751,1,,,
12-11-2025 09:00,1001,LNCEL_1,39,0.02320442,3,,,
12-11-2025 10:00,1001,LNCEL_1,59,0.045303867,5,,,
12-11-2025 11:00,1001,LNCEL_1,98,0.08839779,9,,,
12-11-2025 12:00,1001,LNCEL_1,92,0.081767956,9,,,
12-11-2025 13:00,1001,LNCEL_1,100,0.090607735,10,,,
12-11-2025 14:00,1001,LNCEL_1,120,0.112707182,12,,,
12-11-2025 15:00,1001,LNCEL_1,93,0.082872928,9,,,
12-11-2025 16:00,1001,LNCEL_1,98,0.08839779,9,,,
12-11-2025 17:00,1001,LNCEL_1,101,0.091712707,10,,,
12-11-2025 18:00,1001,LNCEL_1,85,0.074033149,8,,,
12-11-2025 19:00,1001,LNCEL_1,89,0.078453039,8,,,
12-11-2025 20:00,1001,LNCEL_1,119,0.11160221,12,,,
12-11-2025 21:00,1001,LNCEL_1,115,0.10718232,11,,,
12-11-2025 22:00,1001,LNCEL_1,125,0.118232044,12,,,
12-11-2025 23:00,1001,LNCEL_1,103,0.093922652,10,,,
13-11-2025 06:00,1001,LNCEL_1,29,0.012154696,2,,,
13-11-2025 07:00,1001,LNCEL_1,25,0.007734807,1,,,
13-11-2025 08:00,1001,LNCEL_1,36,0.019889503,2,,,
13-11-2025 09:00,1001,LNCEL_1,43,0.027624309,3,,,
13-11-2025 10:00,1001,LNCEL_1,63,0.049723757,5,,,
13-11-2025 11:00,1001,LNCEL_1,101,0.091712707,10,,,
13-11-2025 12:00,1001,LNCEL_1,134,0.128176796,13,,,
13-11-2025 13:00,1001,LNCEL_1,109,0.100552486,11,,,
13-11-2025 14:00,1001,LNCEL_1,116,0.108287293,11,,,
13-11-2025 15:00,1001,LNCEL_1,88,0.077348066,8,,,
13-11-2025 16:00,1001,LNCEL_1,79,0.067403315,7,,,
13-11-2025 17:00,1001,LNCEL_1,94,0.083977901,9,,,
13-11-2025 18:00,1001,LNCEL_1,95,0.085082873,9,,,
13-11-2025 19:00,1001,LNCEL_1,100,0.090607735,10,,,
13-11-2025 20:00,1001,LNCEL_1,141,0.135911602,14,,,
13-11-2025 21:00,1001,LNCEL_1,119,0.11160221,12,,,
13-11-2025 22:00,1001,LNCEL_1,98,0.08839779,9,,,
13-11-2025 23:00,1001,LNCEL_1,99,0.089502762,9,,,
14-11-2025 00:00,1001,LNCEL_1,113,0.104972376,11,,,
14-11-2025 01:00,1001,LNCEL_1,94,0.083977901,9,,,
14-11-2025 02:00,1001,LNCEL_1,74,0.061878453,7,,,
14-11-2025 03:00,1001,LNCEL_1,77,0.06519337,7,,,
14-11-2025 04:00,1001,LNCEL_1,63,0.049723757,5,,,
14-11-2025 05:00,1001,LNCEL_1,42,0.026519337,3,,,
14-11-2025 06:00,1001,LNCEL_1,34,0.017679558,2,,,
14-11-2025 08:00,1001,LNCEL_1,34,0.017679558,2,,,
14-11-2025 08:00,1001,LNCEL_1,34,0.017679558,2,,,
14-11-2025 09:00,1001,LNCEL_1,45,0.029834254,3,,,
14-11-2025 10:00,1001,LNCEL_1,72,0.059668508,6,,,
14-11-2025 11:00,1001,LNCEL_1,108,0.099447514,10,,,
14-11-2025 12:00,1001,LNCEL_1,125,0.118232044,12,,,
14-11-2025 13:00,1001,LNCEL_1,119,0.11160221,12,,,
14-11-2025 14:00,1001,LNCEL_1,102,0.09281768,10,,,
14-11-2025 15:00,1001,LNCEL_1,105,0.096132597,10,,,
14-11-2025 16:00,1001,LNCEL_1,99,0.089502762,9,,,
14-11-2025 17:00,1001,LNCEL_1,102,0.09281768,10,,,
14-11-2025 18:00,1001,LNCEL_1,137,0.131491713,14,,,
14-11-2025 19:00,1001,LNCEL_1,141,0.135911602,14,,,
14-11-2025 20:00,1001,LNCEL_1,134,0.128176796,13,,,
14-11-2025 22:00,1001,LNCEL_1,153,0.149171271,15,,,
14-11-2025 23:00,1001,LNCEL_1,161,0.15801105,16,,,
15-11-2025 00:00,1001,LNCEL_1,142,0.137016575,14,,,
15-11-2025 01:00,1001,LNCEL_1,140,0.13480663,14,,,
15-11-2025 02:00,1001,LNCEL_1,134,0.128176796,13,,,
15-11-2025 03:00,1001,LNCEL_1,140,0.13480663,14,,,
15-11-2025 07:00,1001,LNCEL_1,40,0.024309392,3,,,
15-11-2025 08:00,1001,LNCEL_1,48,0.033149171,4,,,
15-11-2025 09:00,1001,LNCEL_1,69,0.056353591,6,,,
15-11-2025 10:00,1001,LNCEL_1,100,0.090607735,10,,,
15-11-2025 11:00,1001,LNCEL_1,156,0.152486188,16,,,
15-11-2025 12:00,1001,LNCEL_1,163,0.160220994,17,,,
15-11-2025 13:00,1001,LNCEL_1,191,0.191160221,20,,,
15-11-2025 14:00,1001,LNCEL_1,200,0.201104972,21,,,
15-11-2025 15:00,1001,LNCEL_1,192,0.192265193,20,,,
15-11-2025 16:00,1001,LNCEL_1,174,0.172375691,18,,,
15-11-2025 17:00,1001,LNCEL_1,204,0.205524862,21,,,
15-11-2025 18:00,1001,LNCEL_1,172,0.170165746,18,,,
15-11-2025 19:00,1001,LNCEL_1,162,0.159116022,16,,,
15-11-2025 20:00,1001,LNCEL_1,166,0.163535912,17,,,
15-11-2025 21:00,1001,LNCEL_1,169,0.166850829,17,,,
15-11-2025 22:00,1001,LNCEL_1,172,0.170165746,18,,,
15-11-2025 23:00,1001,LNCEL_1,201,0.202209945,21,,,
16-11-2025 00:00,1001,LNCEL_1,181,0.180110497,19,,,
16-11-2025 01:00,1001,LNCEL_1,142,0.137016575,14,,,
16-11-2025 02:00,1001,LNCEL_1,38,0.022099448,3,,,
16-11-2025 03:00,1001,LNCEL_1,83,0.071823204,8,,,
16-11-2025 04:00,1001,LNCEL_1,68,0.055248619,6,,,
16-11-2025 05:00,1001,LNCEL_1,50,0.035359116,4,,,
16-11-2025 06:00,1001,LNCEL_1,29,0.012154696,2,,,
16-11-2025 07:00,1001,LNCEL_1,29,0.012154696,2,,,
16-11-2025 08:00,1001,LNCEL_1,37,0.020994475,3,,,
16-11-2025 09:00,1001,LNCEL_1,63,0.049723757,5,,,
16-11-2025 10:00,1001,LNCEL_1,82,0.070718232,8,,,
16-11-2025 11:00,1001,LNCEL_1,133,0.127071823,13,,,
16-11-2025 12:00,1001,LNCEL_1,136,0.13038674,14,,,
16-11-2025 13:00,1001,LNCEL_1,159,0.155801105,16,,,
16-11-2025 14:00,1001,LNCEL_1,132,0.125966851,13,,,
16-11-2025 17:00,1001,LNCEL_1,130,0.123756906,13,,,
16-11-2025 18:00,1001,LNCEL_1,116,0.108287293,11,,,
16-11-2025 19:00,1001,LNCEL_1,113,0.104972376,11,,,
16-11-2025 20:00,1001,LNCEL_1,100,0.090607735,10,,,
16-11-2025 21:00,1001,LNCEL_1,113,0.104972376,11,,,
16-11-2025 22:00,1001,LNCEL_1,129,0.122651934,13,,,
16-11-2025 23:00,1001,LNCEL_1,174,0.172375691,18,,,
17-11-2025 00:00,1001,LNCEL_1,153,0.149171271,15,,,
17-11-2025 01:00,1001,LNCEL_1,165,0.162430939,17,,,
17-11-2025 02:00,1001,LNCEL_1,116,0.108287293,11,,,
17-11-2025 03:00,1001,LNCEL_1,89,0.078453039,8,,,
17-11-2025 04:00,1001,LNCEL_1,56,0.04198895,5,,,
17-11-2025 06:00,1001,LNCEL_1,26,0.008839779,1,,,
17-11-2025 07:00,1001,LNCEL_1,39,0.02320442,3,,,
17-11-2025 07:00,1001,LNCEL_1,39,0.02320442,3,,,
17-11-2025 08:00,1001,LNCEL_1,28,0.011049724,2,,,
17-11-2025 09:00,1001,LNCEL_1,35,0.01878453,2,,,
17-11-2025 10:00,1001,LNCEL_1,60,0.04640884,5,,,
17-11-2025 11:00,1001,LNCEL_1,76,0.064088398,7,,,
17-11-2025 12:00,1001,LNCEL_1,74,0.061878453,7,,,
17-11-2025 13:00,1001,LNCEL_1,78,0.066298343,7,,,
17-11-2025 14:00,1001,LNCEL_1,103,0.093922652,10,,,
17-11-2025 15:00,1001,LNCEL_1,151,0.146961326,15,,,
17-11-2025 16:00,1001,LNCEL_1,158,0.154696133,16,,,
17-11-2025 17:00,1001,LNCEL_1,139,0.133701657,14,,,
17-11-2025 18:00,1001,LNCEL_1,176,0.174585635,18,,,
17-11-2025 19:00,1001,LNCEL_1,223,0.226519337,23,,,
17-11-2025 20:00,1001,LNCEL_1,343,0.359116022,36,,,
17-11-2025 22:00,1001,LNCEL_1,277,0.286187845,29,,,
17-11-2025 23:00,1001,LNCEL_1,309,0.321546961,33,,,
18-11-2025 00:00,1001,LNCEL_1,522,0.556906077,56,,,
18-11-2025 01:00,1001,LNCEL_1,493,0.524861878,53,,,
18-11-2025 02:00,1001,LNCEL_1,652,0.700552486,71,,,
18-11-2025 03:00,1001,LNCEL_1,627,0.672928177,68,,,
18-11-2025 04:00,1001,LNCEL_1,92,0.081767956,9,,,
18-11-2025 05:00,1001,LNCEL_1,54,0.039779006,4,,,
18-11-2025 06:00,1001,LNCEL_1,44,0.028729282,3,,,
18-11-2025 07:00,1001,LNCEL_1,36,0.019889503,2,,,
18-11-2025 08:00,1001,LNCEL_1,46,0.030939227,4,,,
18-11-2025 09:00,1001,LNCEL_1,59,0.045303867,5,,,
18-11-2025 10:00,1001,LNCEL_1,81,0.06961326,7,,,
18-11-2025 12:00,1001,LNCEL_1,136,0.13038674,14,,,
18-11-2025 13:00,1001,LNCEL_1,101,0.091712707,10,,,
18-11-2025 14:00,1001,LNCEL_1,112,0.103867403,11,,,
18-11-2025 15:00,1001,LNCEL_1,132,0.125966851,13,,,
18-11-2025 16:00,1001,LNCEL_1,113,0.104972376,11,,,
18-11-2025 17:00,1001,LNCEL_1,109,0.100552486,11,,,
18-11-2025 18:00,1001,LNCEL_1,112,0.103867403,11,,,
18-11-2025 19:00,1001,LNCEL_1,110,0.101657459,11,,,
18-11-2025 20:00,1001,LNCEL_1,131,0.124861878,13,,,
18-11-2025 21:00,1001,LNCEL_1,110,0.101657459,11,,,
18-11-2025 22:00,1001,LNCEL_1,115,0.10718232,11,,,
18-11-2025 23:00,1001,LNCEL_1,105,0.096132597,10,,,
19-11-2025 00:00,1001,LNCEL_1,94,0.083977901,9,,,
19-11-2025 01:00,1001,LNCEL_1,102,0.09281768,10,,,
19-11-2025 02:00,1001,LNCEL_1,110,0.101657459,11,,,
19-11-2025 03:00,1001,LNCEL_1,61,0.047513812,5,,,
19-11-2025 04:00,1001,LNCEL_1,58,0.044198895,5,,,
19-11-2025 05:00,1001,LNCEL_1,35,0.01878453,2,,,
19-11-2025 06:00,1001,LNCEL_1,32,0.015469613,2,,,
19-11-2025 07:00,1001,LNCEL_1,26,0.008839779,1,,,
19-11-2025 08:00,1001,LNCEL_1,29,0.012154696,2,,,
19-11-2025 09:00,1001,LNCEL_1,40,0.024309392,3,,,
19-11-2025 10:00,1001,LNCEL_1,66,0.053038674,6,,,
19-11-2025 11:00,1001,LNCEL_1,106,0.097237569,10,,,
19-11-2025 13:00,1001,LNCEL_1,114,0.106077348,11,,,
19-11-2025 14:00,1001,LNCEL_1,116,0.108287293,11,,,
19-11-2025 16:00,1001,LNCEL_1,116,0.108287293,11,,,
19-11-2025 17:00,1001,LNCEL_1,96,0.086187845,9,,,
19-11-2025 18:00,1001,LNCEL_1,105,0.096132597,10,,,
19-11-2025 19:00,1001,LNCEL_1,111,0.102762431,11,,,
19-11-2025 20:00,1001,LNCEL_1,105,0.096132597,10,,,
19-11-2025 21:00,1001,LNCEL_1,110,0.101657459,11,,,
19-11-2025 22:00,1001,LNCEL_1,95,0.085082873,9,,,
19-11-2025 23:00,1001,LNCEL_1,99,0.089502762,9,,,
20-11-2025 00:00,1001,LNCEL_1,98,0.08839779,9,,,
20-11-2025 01:00,1001,LNCEL_1,79,0.067403315,7,,,
20-11-2025 02:00,1001,LNCEL_1,65,0.051933702,6,,,
20-11-2025 03:00,1001,LNCEL_1,65,0.051933702,6,,,
20-11-2025 04:00,1001,LNCEL_1,55,0.040883978,5,,,
20-11-2025 05:00,1001,LNCEL_1,30,0.013259669,2,,,
20-11-2025 06:00,1001,LNCEL_1,18,0,0,,,
20-11-2025 07:00,1001,LNCEL_1,24,0.006629834,1,,,
20-11-2025 09:00,1001,LNCEL_1,44,0.028729282,3,,,
20-11-2025 10:00,1001,LNCEL_1,69,0.056353591,6,,,
20-11-2025 11:00,1001,LNCEL_1,103,0.093922652,10,,,
20-11-2025 12:00,1001,LNCEL_1,112,0.103867403,11,,,
20-11-2025 16:00,1001,LNCEL_1,86,0.075138122,8,,,
20-11-2025 17:00,1001,LNCEL_1,108,0.099447514,10,,,
20-11-2025 18:00,1001,LNCEL_1,106,0.097237569,10,,,
20-11-2025 19:00,1001,LNCEL_1,87,0.076243094,8,,,
21-11-2025 09:00,1001,LNCEL_1,44,0.028729282,3,,,
21-11-2025 10:00,1001,LNCEL_1,66,0.053038674,6,,,
21-11-2025 11:00,1001,LNCEL_1,118,0.110497238,12,,,
21-11-2025 12:00,1001,LNCEL_1,172,0.170165746,18,,,
21-11-2025 13:00,1001,LNCEL_1,114,0.106077348,11,,,
21-11-2025 14:00,1001,LNCEL_1,111,0.102762431,11,,,
